俳名,出身地,現住所,本名/別名,職業,職業_詳細,門下/派閥,没年(年齢),備考,雑誌登場回数,ちとりつか_寛政2年(1790),松のしるし_寛政4年(1792),冬のひかり_寛政5年(1793),笠塚百回忌_寛政5年(1793),鷹の石ふみ_寛政5年(1793),旅の日数_寛政5年(1793),麻刈集_寛政5年(1793),落梅花_寛政5年(1793),みちのかけ_寛政5年(1793),花つか集_寛政5年(1793),この供養_寛政5年(1793),松葉塚_寛政5年(1793),五東斎木朶_寛政6年(1794),たまかつら_寛政7年(1795),昔合集_寛政8年(1796),勧進帖_寛政8年(1796),橋日記_寛政10年(1798),志ら梅_寛政10年(1798),寛政守武祠句集_寛政11年(1799),東境連句会_寛政11年(1799),花鳥楽事_寛政11年(1799),あがたの三月よつき_寛政12年(1800),萩の露_寛政12年(1800),歳旦_寛政12年(1800)？,春興_寛政12年(1800),木朶交友録_寛政頃？,馬江連春興_享和2年(1801),元除春遊_享和2年(1802),時雨会_享和3年(1803),青むしろ_文化元年(1804),秋風紀行_文化元年(1804),雪月文事_文化元年(1804),東境連句会_文化元年(1804),東境連句会_文化2年(1805),雛さうし_文化3年(1806),無量佛_文化4年(1807),東境連句会_文化4年(1807),はつそら_文化4年(1807),梅花帖_文化5年(1808),霜のかね_文化5年(1808),蘿蔓集_文化5年(1808),蓑虫集_文化5年(1808),楫枕_文化6年(1809),あさひらき_文化6年(1809),趙鳧龍城下歳旦_文化7年(1810),白蓮華_文化7年(1810),蓼廻穂_文化7年(1810),小菊原_文化7年(1810),藁つと_文化7年(1810),歳晩集_文化8年(1811),きねうた_文化8年(1811),侘草紙_文化9年(1812),としのやと_文化9年(1812),煎豆集_文化9年(1812),ひしのはな_文化9年(1812),鶯囀梅_文化10年(1813),桃桜_文化10年(1813),しまめぐり_文化10年(1813),花おし_文化10年(1813),酔月集_文化10年(1813),文音録_文化11年(1814),秋の調_文化11年(1814),すしかひ_文化11年(1814),いたびさし_文化11年(1814),銀河_文化11年(1814),むしの声_文化11年(1814),花御師_文化12年(1815),竜の登_文化13年(1816),俳諧西歌仙_文化13年(1816),はいかい壱軸_文化13年(1816),奉納八橋山俳諧一軸_文化13年(1816),四海句双紙_文化14年(1817),諸国人名録(B)_文政初期,たかむしろ_文政元年(1818),あとのともし_文政元年(1818),雁の空_文政元年(1818),むかしいま_文政2年(1819),はつね集_文政2年(1819),月次五題_文政4年(1821),伊農太傳_文政4年(1821),見なれし_文政4年(1821),草の名集_文政5年(1822),枇杷の実_文政7年(1824),安居鐘_文政7年(1824),五百機集_文政8年(1825),蘆の一もと_文政10年(1827),十かへり_文政10年(1827),その葉さへ_文政10年(1827),花済集_文政10年(1827),燕岡集_文政10年(1827),楽しみ草_文政12年(1829),蝉茸集_文政12年(1829),狂俳冠句壱編_文政12年(1829),湯のかたみ_文政13年(1830),和漢俳諧集_文政13年(1830),ことはくつ_文化文政年間,はつ夢_文化文政年間,鶴のかしら_文政年間,諸国人名録(A)_天保年間,ひとつ鷺_天保9年(1838),蓬宇人名録_天保10年(1839),大鶴庵卯選集_年代不明,唯うつむいて_年代不明,椎芝集_年代不明
柳月,寺部,豊田市寺部町,,,,卓池,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤虎,寺部,豊田市寺部町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白水,寺部,豊田市寺部町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沾路,寺部,豊田市寺部町,松本又左衛門,藩士,藩士,秋挙,慶応3年,渡辺家重臣,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,〇,,〇,,,,,,,,,,,,
小実,永覚新郷,豊田市永覚新町,"岡田梢実,小兵衛,清風軒",,,卓池,慶応4年,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
衛足,上野長根山,豊田市永覚町上長根,観音堂,僧,僧,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
百喜,御立村,豊田市御立町,中村喜太郎,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
柳波,御立村,豊田市御立町,,,,,,,2,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春價,堤村,豊田市堤町,近藤政右衛門,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
孤峯,堤村,豊田市堤町,杉浦小平,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
思暁,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三光,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三竹,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平路,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士睦,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新彦,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳥羽,堤村,豊田市堤町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
篤司,平藪,豊田市岩倉町平薮,宇野徳次,酒屋,酒屋,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
我𫕟,平藪,豊田市岩倉町平薮,川合源吉,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹里,平藪,豊田市岩倉町平薮,宇野善右衛門,,,卓池,天保5年,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李雪,竹村,豊田市住吉町大興,鈴木新左衛門,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
鳳鳴,竹村,豊田市住吉町大興,,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
岩月,竹村,豊田市住吉町大興,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
里翫(李幹),押鴨,豊田市鴛鴨町,杉本銀右衛門,酒屋,酒屋,卓池,安政4年,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
里秀,押鴨,豊田市鴛鴨町,長谷川縫右衛門,,,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
里雀,押鴨,豊田市鴛鴨町,,,,卓池,,,1,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
里鴻,押鴨,豊田市鴛鴨町,"兵藤松兵衛,六花園",,,卓池,明治7年(59歳),遍照寺に俳句の額を奉納,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
里敬,下村新郷,豊田市和会町,"毛受照重,立三,和光堂",医師,漢方医,卓池,嘉永6年(73歳),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
藤寿,武節,豊田市武節町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竜水,越戸,豊田市越戸町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大笑,山室,豊田市平和町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旭亭,花園村,豊田市花園町,"寺田重賢,自誓庵",酒屋,酒屋,士郎,文政3年(39歳),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芦洲,花園村,豊田市花園町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東歌,花園村,豊田市花園町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洞渕,花園村,豊田市花園町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歌涼,猿投村,豊田市猿投町,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崑山,中根,豊田市中根町,山本磯吉,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
遠井,中根,豊田市中根町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秋子,中根,豊田市中根町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真人,中根,豊田市中根町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魯人,武門,田原町巴江,赤井丈木,藩士,田原藩士,木朶,,,2,,,,,,,,,,,,〇,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
以中,武門,田原町巴江,鏑木三郎右衛門,藩士,田原藩士,木朶,,,2,,,,,〇,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無郷,武門,田原町巴江,鈴木愚伯,藩士,田原藩士,木朶,,,2,,,,,〇,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桜居,武門,田原町巴江,鈴木玄適,藩士,田原藩士,木朶,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万川,田原,田原市福江町,,,,,,,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英羽,田原,田原市福江町,,,,,,,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
季條,田原,田原市福江町,,,,,,,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜右,田原,田原市福江町,,,,,,,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不斗,田原,田原市福江町,,,,,,,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
和美,田原,田原市福江町,,,,木朶,,,1,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雀飛,田原,田原市福江町,川合庄七,,,木朶,,,2,,,,,,,,,,,,,,,,,,〇,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草虫,田原,田原市福江町,,,,,,,2,,,,,〇,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崚幾(女),田原,田原市福江町,,,,,,,2,,,,,,,,,,,,,,〇,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三子(女),田原,田原市福江町,,,,木朶,,,6,,,,,,,,,,,,〇,〇,〇,,,,〇,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
子枝(女),田原,田原市福江町,,,,木朶,,,6,,,,,,,,,,,,〇,〇,〇,,,,〇,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
為喜(女),田原,田原市福江町,,,,木朶,,,1,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白岩,田原,田原市福江町,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
方明,田原,田原市福江町,阮氏,藩士,田原藩士,,文化5年,卓池の友人,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
橙雨,田原,田原市福江町,槽谷彦左衛門,,,木朶,,,7,,,,,,,,,,,,〇,〇,〇,,,,〇,〇,,,,〇,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鏡花,田原,田原市福江町,,,,,,,5,,,,,,,,,,,,,,,,,,〇,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梨滴,田原,田原市福江町,,,,木朶,,,3,,,,,,,,,,,,〇,,,,,,〇,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甫道,田原,田原市福江町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉洋,田原,田原市福江町,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅人,田原,田原市福江町,"平山忠左衛門,採茶庵",藩士,田原藩士,,享和元年(53歳),,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無一,田原本町,田原市田原町本町,"大久保義丈,蔵岳",,,木朶,文政9年(72歳),,9,,,,,〇,,,,,,,〇,,〇,,,,〇,,,,,〇,,,〇,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜隣,田原本町,田原市田原町本町,田中伝吉,,,木朶,,,7,〇,〇,,,〇,,,,,,,〇,〇,〇,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麦甫,田原本町,田原市田原町本町,田中伝兵衛,,,木朶,,,11,,,,,〇,〇,,,,,,〇,〇,〇,,,,〇,,,,,〇,,,〇,,,,,,,,,,〇,,,,,,,,,,,〇,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麦雨,田原本町,田原市田原町本町,田中勝三郎,,,木朶,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
石意,田原本町,田原市田原町本町,萱生玄長,,,木朶,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尚石,新実,田原市西神戸町神明前,西光寺,僧,僧,卓池,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
子蔵,畠,田原市福江町中紺屋,原氏,,,木朶,文政3年(72歳),愛知大学総合郷土研究所紀要37,1,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兎孔,亀山,田原市亀山町,井本氏,藩士,亀山代官,木朶,寛政11年(52歳),愛知大学総合郷土研究所紀要37,2,,,,,〇,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
為蝶,亀山,田原市亀山町,井本氏,,,木朶,文政3年(72歳),愛知大学総合郷土研究所紀要37、兎孔の弟,1,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雲路,山田,田原市山田町,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,〇,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,
路喬,保美,田原市保美町,家田与八,,,木朶,寛政5年以前,,2,,,,,,,,,,,,〇,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兎十,保美,田原市保美町,家田与十郎,,,木朶,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
完甫,八王子,田原市八王子町,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
路由,高木,田原市高木町,,,,,,,1,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
燕尾(海木),知立,知立市山町,伊藤直右衛門,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
一景,知立,知立市山町,平野屋佐吉,,,卓池,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,〇,,,,,
祖風,知立,知立市山町,"井村新右衛門,水雲居",宿屋,池鯉鮒旅籠山吹屋,祖風,文化9年以前,刈谷俳人の中心人物、職業は「会誌「かりや」より。知立神社に句碑あり,14,,,,,,〇,,,,,,〇,,〇,,,,,,〇,,,〇,〇,〇,,,,,,〇,,〇,〇,,〇,〇,,,,,,,,,,〇,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳳洲,知立,知立市山町,,,,祖風,,大久伝出身？,3,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
周古,知立,知立市山町,"山本光信,英泉亭",酒造業,酒造業,祖風,,,3,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帰花(女),知立,知立市山町,,,,祖風,,,3,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鳳古,知立,知立市山町,梧相井,,,祖風,,東境祖母神社奉納俳額に名前あり(会誌「かりや」),4,,,〇,,,〇,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鷺甫,知立,知立市山町,水野氏,,,祖風,,東境祖母神社奉納俳額に名前あり(会誌「かりや」),2,,,,,,,,,,,,,,,,,,,,,,,,〇,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿律,知立,知立市山町,,,,,,,1,,,,,,〇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
